s,S,F,R,RT,congruent,OverallAcc
56,s1,A,r1,0.454,1,1
56,s1,A,r1,0.494,1,1
56,s1,A,r1,0.436,1,1
56,s2,A,r2,0.428,1,1
56,s1,A,r1,0.453,1,1
56,s1,A,r1,0.605,0,1
56,s2,A,r2,0.382,1,1
56,s2,A,r2,0.569,0,1
56,s2,A,r2,0.396,1,1
56,s1,A,r1,0.438,1,1
56,s1,A,r1,0.527,0,1
56,s1,A,r1,0.467,1,1
56,s2,A,r2,0.379,0,1
56,s2,A,r2,0.39,1,1
56,s1,A,r1,0.496,0,1
56,s1,A,r1,0.422,1,1
56,s2,A,r2,0.4,1,1
56,s1,A,r1,0.442,1,1
56,s2,A,r2,0.355,1,1
56,s2,A,r2,0.415,1,1
56,s2,A,r2,0.392,1,1
56,s2,A,r2,0.419,1,1
56,s2,A,r2,0.365,1,1
56,s2,A,r2,0.36,1,1
56,s1,A,r1,0.9,0,1
56,s1,A,r1,0.504,1,1
56,s2,A,r2,0.398,0,1
56,s2,A,r2,0.343,1,1
56,s1,A,r1,0.453,1,1
56,s2,A,r2,0.396,1,1
56,s1,A,r1,0.448,1,1
56,s2,A,r2,0.44,1,1
56,s1,A,r2,0.544,0,0
56,s1,A,r1,0.42,1,1
56,s1,A,r1,0.382,1,1
56,s2,A,r1,0.408,0,0
56,s2,A,r2,0.434,0,1
56,s2,A,r2,0.667,1,1
56,s1,A,r1,0.521,1,1
56,s2,A,r2,0.446,0,1
56,s2,A,r2,0.518,1,1
56,s1,A,r1,0.603,1,1
56,s2,A,r2,0.429,1,1
56,s1,A,r1,0.405,1,1
56,s2,A,r2,0.4,1,1
56,s2,A,r2,0.458,1,1
56,s1,A,r1,0.498,1,1
56,s2,A,r2,0.503,0,1
56,s1,A,r1,0.445,1,1
56,s2,A,r2,0.421,1,1
56,s2,A,r2,0.463,1,1
56,s1,A,r1,0.47,1,1
56,s1,A,r1,0.525,0,1
56,s1,A,r1,0.45,1,1
56,s2,A,r2,0.458,1,1
56,s1,A,r1,0.45,1,1
56,s1,A,r1,0.426,1,1
56,s2,A,r2,0.436,1,1
56,s1,A,r1,0.444,1,1
56,s2,A,r2,0.484,1,1
56,s1,A,r1,0.475,1,1
56,s1,A,r1,0.482,1,1
56,s2,A,r2,0.409,1,1
56,s2,A,r2,0.435,1,1
56,s1,A,r1,0.427,1,1
56,s1,A,r1,0.515,1,1
56,s1,A,r1,0.505,1,1
56,s2,A,r2,0.414,1,1
56,s2,A,r2,0.439,1,1
56,s2,A,r2,0.432,1,1
56,s1,A,r1,0.505,1,1
56,s2,A,r2,0.415,1,1
56,s1,A,r1,0.52,1,1
56,s1,A,r1,0.365,1,1
56,s1,A,r1,0.473,1,1
56,s1,A,r1,0.416,1,1
56,s1,A,r1,0.425,1,1
56,s1,A,r1,0.547,0,1
56,s1,A,r1,0.423,1,1
56,s1,A,r1,0.495,0,1
56,s2,A,r2,0.453,1,1
56,s1,A,r1,0.445,1,1
56,s2,A,r2,0.469,1,1
56,s1,A,r1,0.396,1,1
56,s2,A,r2,0.454,1,1
56,s2,A,r2,0.446,1,1
56,s1,A,r1,0.582,0,1
56,s2,A,r2,0.441,1,1
56,s2,A,r2,0.513,1,1
56,s2,A,r2,0.422,1,1
56,s1,A,r1,0.416,1,1
56,s1,A,r2,0.425,1,0
56,s1,A,r1,0.483,1,1
56,s1,A,r1,0.697,1,1
56,s1,A,r1,0.422,1,1
56,s1,A,r1,0.479,1,1
56,s1,A,r1,0.629,0,1
56,s1,A,r1,0.437,1,1
56,s2,A,r2,0.494,1,1
56,s1,A,r1,0.58,0,1
56,s2,A,r2,0.566,0,1
56,s2,A,r2,0.441,1,1
56,s1,A,r1,0.466,1,1
56,s1,A,r1,0.473,0,1
56,s2,A,r2,0.431,1,1
56,s1,A,r1,0.44,0,1
56,s1,A,r1,0.465,1,1
56,s2,A,r2,0.568,1,1
56,s2,A,r2,0.427,1,1
56,s2,A,r2,0.388,1,1
56,s2,A,r2,0.463,0,1
56,s1,A,r1,0.374,0,1
56,s1,A,r1,0.417,1,1
56,s2,A,r2,0.426,1,1
56,s2,A,r2,0.5,1,1
56,s2,A,r2,0.441,1,1
56,s2,A,r2,0.562,0,1
56,s2,A,r2,0.437,1,1
56,s1,A,r1,0.542,1,1
56,s1,A,r1,0.466,1,1
56,s2,A,r2,0.441,0,1
56,s2,A,r2,0.498,0,1
56,s1,A,r1,0.392,1,1
56,s2,A,r2,0.531,0,1
56,s1,A,r1,0.455,1,1
56,s1,A,r1,0.591,0,1
56,s2,A,r2,0.401,0,1
56,s2,A,r2,0.443,1,1
56,s1,A,r1,0.436,1,1
56,s1,A,r1,0.909,1,1
56,s1,A,r1,0.455,1,1
56,s1,A,r2,0.479,0,0
56,s2,A,r2,0.485,1,1
56,s1,A,r1,0.38,1,1
56,s1,A,r1,0.39,0,1
56,s2,A,r2,0.385,1,1
56,s2,A,r2,0.396,1,1
56,s2,A,r2,0.39,1,1
56,s1,A,r1,0.385,1,1
56,s2,A,r2,0.412,1,1
56,s2,A,r2,0.374,1,1
56,s1,A,r1,0.385,1,1
56,s1,A,r1,0.572,0,1
56,s2,A,r1,0.367,1,0
56,s2,A,r2,0.491,1,1
56,s2,A,r2,0.384,1,1
56,s1,A,r1,0.411,0,1
56,s1,A,r1,0.437,1,1
56,s2,A,r2,0.413,0,1
56,s1,A,r1,0.791,0,1
56,s2,A,r2,0.416,1,1
56,s1,A,r1,0.426,1,1
56,s1,A,r1,0.515,0,1
56,s2,A,r2,0.392,1,1
56,s2,A,r2,0.466,0,1
56,s2,A,r2,0.41,1,1
56,s1,A,r1,0.419,1,1
56,s1,A,r1,0.413,1,1
56,s1,A,r1,0.47,1,1
56,s1,A,r1,0.364,1,1
56,s1,A,r1,0.441,1,1
56,s2,A,r2,0.369,1,1
56,s2,A,r2,0.413,0,1
56,s1,A,r1,0.487,1,1
56,s1,A,r1,0.412,1,1
56,s2,A,r2,0.374,0,1
56,s2,A,r2,0.353,1,1
56,s2,A,r2,0.382,0,1
56,s1,A,r1,0.36,1,1
56,s1,A,r1,0.356,1,1
56,s2,A,r2,0.384,0,1
56,s1,A,r1,0.331,1,1
56,s2,A,r2,0.344,1,1
56,s1,A,r1,0.388,1,1
56,s2,A,r2,0.351,0,1
56,s1,A,r1,0.347,1,1
56,s2,A,r2,0.376,0,1
56,s1,A,r1,0.419,1,1
56,s1,A,r1,0.397,1,1
56,s2,A,r2,0.439,1,1
56,s2,A,r2,0.367,0,1
56,s1,A,r1,0.331,1,1
56,s2,A,r2,0.296,1,1
56,s1,A,r1,0.311,1,1
56,s1,A,r2,0.34,0,0
56,s1,A,r1,0.466,0,1
56,s1,A,r1,0.409,1,1
56,s2,A,r2,0.386,1,1
56,s2,A,r2,0.397,0,1
56,s1,A,r1,0.391,1,1
56,s2,A,r2,0.322,1,1
56,s2,A,r1,0.304,1,0
56,s1,A,r1,0.447,1,1
56,s1,A,r1,0.455,1,1
56,s2,A,r2,0.398,1,1
56,s1,A,r1,0.329,0,1
56,s1,A,r1,0.342,1,1
56,s2,A,r2,0.355,1,1
56,s1,A,r1,0.351,1,1
56,s2,A,r1,0.331,1,0
56,s1,A,r1,0.361,1,1
56,s1,A,r1,0.42,1,1
56,s1,A,r1,0.494,1,1
56,s1,A,r1,0.403,1,1
56,s1,A,r1,0.43,1,1
56,s1,A,r1,0.422,1,1
56,s1,A,r1,0.352,1,1
56,s2,A,r2,0.364,0,1
56,s2,A,r2,0.312,1,1
56,s2,A,r2,0.341,1,1
56,s2,A,r2,0.387,0,1
56,s2,A,r1,0.365,0,0
56,s1,A,r1,0.489,1,1
56,s2,A,r2,0.512,1,1
56,s1,A,r1,0.437,1,1
56,s1,A,r1,0.669,0,1
56,s2,A,r2,0.364,1,1
56,s2,A,r2,0.343,1,1
56,s1,A,r1,0.404,1,1
56,s2,A,r2,0.35,1,1
56,s2,A,r1,0.362,0,0
56,s1,A,r1,0.502,1,1
56,s2,A,r2,0.412,1,1
56,s2,A,r2,0.741,0,1
56,s1,A,r1,0.353,1,1
56,s1,A,r2,0.349,1,0
56,s2,A,r2,0.441,1,1
56,s1,A,r1,0.402,1,1
56,s2,A,r2,0.428,1,1
56,s1,A,r1,0.405,1,1
57,s2,A,r2,0.688,0,1
57,s2,A,r2,0.525,0,1
57,s2,A,r2,0.53,0,1
57,s2,A,r2,0.663,1,1
57,s2,A,r2,0.5,1,1
57,s1,A,r1,0.587,0,1
57,s2,A,r2,0.604,0,1
57,s2,A,r2,0.605,1,1
57,s2,A,r2,0.574,1,1
57,s2,A,r2,0.577,1,1
57,s1,A,r1,0.579,1,1
57,s1,A,r1,0.55,1,1
57,s1,A,r1,0.585,1,1
57,s2,A,r2,0.507,0,1
57,s1,A,r1,0.561,1,1
57,s1,A,r1,0.516,1,1
57,s2,A,r2,0.553,1,1
57,s2,A,r2,0.557,1,1
57,s2,A,r2,0.544,1,1
57,s1,A,r1,0.564,0,1
57,s1,A,r1,0.631,0,1
57,s2,A,r2,0.631,0,1
57,s1,A,r1,0.583,1,1
57,s1,A,r1,0.665,1,1
57,s1,A,r1,0.664,0,1
57,s1,A,r1,0.598,1,1
57,s1,A,r1,0.663,0,1
57,s2,A,r2,0.598,0,1
57,s2,A,r2,0.551,1,1
57,s2,A,r2,0.491,1,1
57,s1,A,r1,0.514,1,1
57,s1,A,r1,0.487,1,1
57,s1,A,r1,0.509,1,1
57,s1,A,r1,0.579,1,1
57,s2,A,r2,0.533,1,1
57,s1,A,r1,0.649,1,1
57,s1,A,r1,0.649,0,1
57,s1,A,r1,0.536,0,1
57,s1,A,r1,0.524,1,1
57,s1,A,r1,0.481,1,1
57,s1,A,r1,0.488,1,1
57,s1,A,r1,0.542,1,1
57,s1,A,r1,0.547,1,1
57,s1,A,r1,0.646,1,1
57,s2,A,r2,0.502,1,1
57,s2,A,r2,0.475,1,1
57,s2,A,r2,0.483,1,1
57,s1,A,r1,0.569,1,1
57,s1,A,r1,0.508,1,1
57,s2,A,r2,0.561,1,1
57,s2,A,r2,0.66,0,1
57,s2,A,r2,0.563,1,1
57,s1,A,r1,0.518,0,1
57,s1,A,r1,0.539,1,1
57,s2,A,r2,0.592,1,1
57,s2,A,r2,0.482,1,1
57,s1,A,r1,0.568,1,1
57,s2,A,r2,0.523,1,1
57,s1,A,r1,0.544,1,1
57,s1,A,r1,0.548,1,1
57,s2,A,r2,0.567,0,1
57,s2,A,r2,0.57,1,1
57,s1,A,r1,0.461,1,1
57,s2,A,r2,0.548,0,1
57,s1,A,r1,0.456,1,1
57,s1,A,r1,0.607,0,1
57,s2,A,r2,0.577,0,1
57,s1,A,r1,0.516,1,1
57,s2,A,r2,0.585,1,1
57,s1,A,r1,0.523,1,1
57,s2,A,r2,0.464,1,1
57,s1,A,r1,0.487,1,1
57,s2,A,r2,0.702,0,1
57,s1,A,r1,0.602,0,1
57,s2,A,r2,0.555,0,1
57,s2,A,r2,0.527,1,1
57,s1,A,r1,0.499,1,1
57,s1,A,r1,0.617,0,1
57,s1,A,r1,0.634,0,1
57,s1,A,r1,0.57,1,1
57,s1,A,r1,0.541,1,1
57,s2,A,r2,0.513,1,1
57,s1,A,r1,0.582,1,1
57,s2,A,r2,0.536,0,1
57,s1,A,r1,0.476,1,1
57,s2,A,r2,0.515,1,1
57,s1,A,r1,0.536,1,1
57,s2,A,r2,0.444,1,1
57,s1,A,r1,0.564,0,1
57,s2,A,r2,0.519,1,1
57,s1,A,r1,0.556,1,1
57,s2,A,r2,0.464,1,1
57,s2,A,r2,0.471,1,1
57,s2,A,r2,0.558,1,1
57,s2,A,r2,0.562,1,1
57,s1,A,r1,0.501,0,1
57,s2,A,r2,0.491,1,1
57,s2,A,r2,0.769,0,1
57,s1,A,r1,0.507,1,1
57,s1,A,r1,0.561,1,1
57,s2,A,r2,0.546,1,1
57,s2,A,r2,0.645,0,1
57,s1,A,r1,0.58,0,1
57,s1,A,r1,0.615,1,1
57,s1,A,r1,0.487,1,1
57,s2,A,r2,0.526,1,1
57,s1,A,r1,0.547,1,1
57,s2,A,r2,0.663,1,1
57,s2,A,r2,0.533,1,1
57,s2,A,r2,0.553,1,1
57,s1,A,r1,0.541,1,1
57,s1,A,r1,0.497,1,1
57,s1,A,r1,0.455,1,1
57,s2,A,r2,0.495,1,1
57,s2,A,r2,0.597,0,1
57,s2,A,r2,0.55,1,1
57,s1,A,r1,0.506,1,1
57,s2,A,r2,0.512,1,1
57,s2,A,r2,0.453,1,1
57,s1,A,r1,0.557,1,1
57,s2,A,r2,0.496,1,1
57,s2,A,r2,0.422,1,1
57,s1,A,r1,0.56,1,1
57,s2,A,r2,0.467,1,1
57,s1,A,r1,0.475,1,1
57,s1,A,r1,0.45,1,1
57,s2,A,r2,0.458,1,1
57,s2,A,r2,0.466,1,1
57,s2,A,r2,0.441,1,1
57,s1,A,r1,0.45,1,1
57,s2,A,r2,0.538,0,1
57,s2,A,r2,0.414,1,1
57,s1,A,r1,0.487,1,1
57,s1,A,r1,0.446,1,1
57,s2,A,r2,0.438,1,1
57,s1,A,r1,0.495,1,1
57,s1,A,r1,0.484,1,1
57,s1,A,r1,0.427,1,1
57,s2,A,r2,0.452,0,1
57,s1,A,r2,0.476,1,0
57,s1,A,r1,0.738,1,1
57,s2,A,r2,0.59,1,1
57,s2,A,r2,0.528,1,1
57,s1,A,r1,0.532,1,1
57,s1,A,r1,0.761,0,1
57,s2,A,r2,0.482,1,1
57,s2,A,r2,0.504,1,1
57,s2,A,r2,0.494,1,1
57,s2,A,r2,0.788,0,1
57,s1,A,r1,0.605,0,1
57,s1,A,r1,0.575,1,1
57,s2,A,r2,0.626,0,1
57,s1,A,r1,0.674,1,1
57,s1,A,r1,0.609,0,1
57,s2,A,r2,0.61,1,1
57,s2,A,r2,0.675,1,1
57,s2,A,r2,0.642,1,1
57,s1,A,r1,0.561,1,1
57,s1,A,r1,0.596,0,1
57,s1,A,r1,0.549,1,1
57,s1,A,r1,0.569,1,1
57,s1,A,r1,0.572,1,1
57,s1,A,r1,0.607,0,1
57,s1,A,r1,0.608,0,1
57,s1,A,r1,0.577,1,1
57,s1,A,r1,0.516,1,1
57,s1,A,r1,0.521,1,1
57,s2,A,r2,0.606,1,1
57,s2,A,r2,0.559,1,1
57,s1,A,r1,0.595,1,1
57,s1,A,r1,0.58,1,1
57,s1,A,r1,0.63,1,1
57,s1,A,r1,0.55,1,1
57,s2,A,r2,0.602,0,1
57,s1,A,r1,0.555,1,1
57,s2,A,r2,0.575,1,1
57,s1,A,r1,0.626,1,1
57,s2,A,r2,0.563,1,1
57,s1,A,r1,0.565,1,1
57,s1,A,r1,0.536,1,1
57,s1,A,r1,0.525,1,1
57,s2,A,r2,0.626,1,1
57,s2,A,r2,0.658,1,1
57,s1,A,r1,0.561,1,1
57,s2,A,r2,0.5,1,1
57,s1,A,r1,0.554,1,1
57,s2,A,r2,0.637,0,1
57,s2,A,r2,0.589,0,1
57,s2,A,r2,0.559,1,1
57,s2,A,r2,0.515,1,1
57,s1,A,r1,0.584,0,1
57,s2,A,r2,0.73,1,1
57,s1,A,r1,0.566,1,1
57,s2,A,r2,0.537,1,1
57,s1,A,r1,0.973,0,1
57,s2,A,r2,0.526,0,1
57,s2,A,r2,0.516,1,1
57,s1,A,r1,0.585,1,1
57,s2,A,r2,0.555,1,1
57,s1,A,r1,0.574,1,1
57,s2,A,r2,0.758,0,1
57,s1,A,r1,0.576,1,1
57,s1,A,r1,0.626,0,1
57,s2,A,r2,0.578,1,1
57,s2,A,r2,0.516,1,1
57,s2,A,r2,0.506,1,1
57,s1,A,r1,0.527,1,1
57,s2,A,r2,0.548,1,1
57,s1,A,r1,0.519,0,1
57,s1,A,r1,0.524,1,1
57,s1,A,r1,0.529,1,1
57,s2,A,r2,0.55,1,1
57,s2,A,r2,0.489,1,1
57,s2,A,r2,0.608,0,1
57,s1,A,r1,0.465,1,1
57,s2,A,r2,0.569,1,1
57,s1,A,r1,0.539,1,1
57,s1,A,r1,0.496,1,1
57,s1,A,r1,0.71,0,1
57,s1,A,r1,0.643,0,1
57,s1,A,r1,0.611,1,1
57,s2,A,r2,0.531,1,1
57,s2,A,r2,0.552,0,1
57,s1,A,r1,0.571,1,1
57,s1,A,r1,0.59,0,1
57,s2,A,r2,0.576,1,1
57,s2,A,r2,0.707,1,1
57,s2,A,r2,0.64,0,1
57,s1,A,r1,0.56,0,1
57,s2,A,r2,0.723,0,1
57,s2,A,r2,0.543,0,1
57,s2,A,r2,0.58,0,1
57,s1,A,r1,0.63,0,1
57,s1,A,r1,0.566,1,1
57,s1,A,r1,0.617,0,1
57,s2,A,r2,0.586,1,1
57,s2,A,r2,0.604,0,1
57,s2,A,r2,0.605,0,1
57,s1,A,r1,0.479,1,1
57,s2,A,r2,0.597,1,1
57,s2,A,r2,0.535,1,1
57,s2,A,r2,0.538,1,1
57,s1,A,r1,0.511,1,1
57,s2,A,r2,0.515,1,1
57,s2,A,r2,0.52,1,1
57,s1,A,r1,0.557,0,1
57,s2,A,r2,0.497,1,1
57,s2,A,r2,0.487,1,1
57,s2,A,r2,0.557,0,1
57,s1,A,r1,0.464,1,1
57,s2,A,r2,0.568,1,1
57,s1,A,r1,0.538,0,1
57,s2,A,r2,0.511,1,1
57,s1,A,r1,0.532,1,1
57,s2,A,r2,0.472,1,1
57,s2,A,r2,0.511,1,1
57,s1,A,r1,0.5,1,1
57,s1,A,r1,0.586,1,1
57,s2,A,r2,0.492,0,1
57,s2,A,r2,0.579,1,1
57,s2,A,r2,0.565,0,1
57,s2,A,r2,0.616,0,1
57,s2,A,r2,0.553,0,1
57,s2,A,r2,0.524,0,1
57,s1,A,r1,0.449,1,1
57,s2,A,r2,0.553,1,1
57,s2,A,r2,0.493,1,1
57,s2,A,r2,0.628,0,1
57,s1,A,r1,0.532,1,1
57,s1,A,r1,0.616,0,1
57,s2,A,r2,0.521,1,1
57,s2,A,r2,0.526,1,1
57,s1,A,r1,0.579,1,1
57,s1,A,r1,0.517,1,1
57,s2,A,r2,0.506,1,1
57,s1,A,r1,0.608,0,1
57,s2,A,r2,0.545,1,1
57,s1,A,r1,0.517,1,1
57,s1,A,r1,0.506,1,1
57,s2,A,r2,0.576,0,1
57,s1,A,r1,0.579,1,1
57,s2,A,r2,0.501,1,1
57,s1,A,r1,0.602,0,1
57,s2,A,r2,0.556,1,1
57,s1,A,r1,0.64,1,1
57,s2,A,r2,0.575,1,1
57,s1,A,r1,0.594,1,1
57,s1,A,r1,0.516,1,1
57,s2,A,r2,0.457,1,1
57,s2,A,r2,0.497,1,1
57,s2,A,r2,0.503,1,1
57,s1,A,r1,0.556,0,1
57,s2,A,r2,0.448,1,1
57,s1,A,r1,0.504,1,1
57,s2,A,r2,0.494,1,1
57,s2,A,r2,0.484,1,1
57,s1,A,r1,0.458,1,1
57,s1,A,r1,0.434,1,1
57,s1,A,r1,0.475,1,1
57,s2,A,r2,0.465,1,1
57,s1,A,r1,0.744,1,1
57,s1,A,r1,0.563,0,1
57,s2,A,r2,0.534,1,1
57,s1,A,r1,0.586,1,1
57,s2,A,r2,0.508,1,1
57,s1,A,r1,0.818,1,1
57,s1,A,r1,0.474,1,1
57,s2,A,r2,0.513,1,1
57,s2,A,r2,0.47,1,1
57,s1,A,r1,0.461,1,1
57,s2,A,r2,0.516,1,1
57,s2,A,r2,0.489,1,1
57,s2,A,r2,0.608,0,1
57,s2,A,r2,0.481,0,1
57,s1,A,r1,0.456,1,1
57,s2,A,r2,0.479,1,1
57,s2,A,r2,0.485,1,1
57,s1,A,r1,0.492,0,1
57,s2,A,r2,0.467,1,1
57,s2,A,r2,0.538,1,1
57,s2,A,r2,0.446,1,1
57,s2,A,r2,0.454,1,1
57,s2,A,r2,0.446,1,1
57,s2,A,r2,0.454,1,1
57,s1,A,r1,0.478,1,1
57,s1,A,r1,0.485,0,1
57,s2,A,r2,0.651,0,1
57,s2,A,r2,0.506,0,1
57,s1,A,r1,0.464,1,1
57,s2,A,r2,0.599,0,1
57,s1,A,r1,0.505,1,1
57,s1,A,r1,0.527,1,1
57,s1,A,r1,0.578,0,1
57,s2,A,r2,0.548,1,1
57,s2,A,r2,0.52,1,1
57,s2,A,r2,0.493,1,1
57,s2,A,r2,0.452,1,1
57,s1,A,r1,0.459,1,1
57,s2,A,r2,0.531,1,1
57,s1,A,r1,0.488,0,1
57,s2,A,r1,0.445,1,0
57,s2,A,r2,0.533,1,1
57,s2,A,r2,0.522,1,1
57,s1,A,r1,0.591,0,1
57,s2,A,r2,0.753,0,1
57,s1,A,r1,0.54,1,1
57,s2,A,r2,0.656,0,1
57,s1,A,r1,0.543,1,1
57,s2,A,r2,0.531,0,1
57,s1,A,r1,0.503,1,1
57,s1,A,r1,0.605,1,1
57,s1,A,r1,0.447,1,1
57,s1,A,r1,0.455,1,1
57,s2,A,r2,0.543,0,1
57,s2,A,r2,0.563,1,1
57,s1,A,r1,0.726,1,1
57,s1,A,r1,0.562,1,1
57,s2,A,r2,0.613,1,1
57,s1,A,r1,0.55,0,1
57,s1,A,r1,0.569,1,1
57,s2,A,r2,0.54,1,1
57,s1,A,r1,0.577,1,1
57,s1,A,r1,0.515,1,1
57,s2,A,r2,0.52,1,1
57,s1,A,r1,0.525,1,1
57,s2,A,r2,0.481,1,1
57,s1,A,r1,0.488,1,1
57,s1,A,r1,0.494,1,1
57,s1,A,r1,0.692,0,1
57,s2,A,r2,0.466,1,1
57,s2,A,r2,0.601,1,1
57,s1,A,r1,0.491,1,1
57,s2,A,r2,0.545,0,1
57,s1,A,r1,0.581,1,1
57,s1,A,r1,0.487,1,1
57,s1,A,r1,0.669,0,1
57,s1,A,r1,0.572,1,1
57,s1,A,r1,0.479,1,1
57,s2,A,r2,0.533,1,1
57,s2,A,r2,0.65,0,1
57,s2,A,r2,0.633,1,1
57,s1,A,r1,0.489,1,1
57,s2,A,r2,0.543,1,1
57,s1,A,r1,0.563,0,1
57,s1,A,r1,0.518,1,1
57,s2,A,r2,0.443,1,1
57,s1,A,r1,0.58,1,1
57,s2,A,r2,0.47,1,1
57,s2,A,r2,0.541,1,1
57,s2,A,r2,0.497,0,1
57,s1,A,r1,0.471,1,1
57,s2,A,r2,0.463,1,1
57,s1,A,r1,0.454,1,1
57,s2,A,r2,0.494,1,1
57,s2,A,r2,0.5,1,1
57,s2,A,r2,0.441,1,1
57,s1,A,r1,0.514,1,1
57,s2,A,r2,0.487,1,1
57,s1,A,r2,0.526,1,0
57,s1,A,r1,0.882,0,1
57,s1,A,r1,0.723,1,1
57,s2,A,r2,0.494,1,1
57,s1,A,r1,0.58,1,1
57,s1,A,r1,0.486,1,1
57,s1,A,r1,0.477,1,1
57,s1,A,r1,0.515,1,1
57,s2,A,r2,0.568,0,1
57,s2,A,r2,0.635,0,1
57,s2,A,r2,0.523,1,1
57,s1,A,r1,0.512,1,1
57,s2,A,r2,0.533,1,1
57,s1,A,r1,0.602,0,1
57,s2,A,r2,0.603,0,1
57,s2,A,r2,0.507,1,1
57,s2,A,r2,0.465,1,1
57,s1,A,r1,0.601,1,1
57,s1,A,r1,0.522,1,1
57,s1,A,r1,0.511,1,1
57,s2,A,r2,0.532,1,1
57,s2,A,r2,0.536,1,1
57,s2,A,r2,0.525,1,1
57,s2,A,r2,0.498,1,1
57,s2,A,r2,0.664,0,1
57,s2,A,r2,0.518,1,1
57,s2,A,r2,0.523,1,1
57,s2,A,r2,0.624,1,1
57,s1,A,r1,0.609,1,1
57,s1,A,r1,0.482,1,1
57,s1,A,r1,0.505,1,1
57,s2,A,r2,0.495,1,1
57,s1,A,r1,0.629,0,1
57,s1,A,r1,0.501,1,1
57,s1,A,r1,0.474,1,1
57,s2,A,r2,0.466,1,1
57,s2,A,r2,0.569,0,1
57,s2,A,r2,0.54,1,1
57,s2,A,r2,0.656,0,1
57,s1,A,r1,0.575,0,1
57,s2,A,r2,0.53,1,1
57,s1,A,r1,0.519,0,1
57,s2,A,r2,0.524,1,1
57,s1,A,r1,0.481,1,1
57,s1,A,r1,0.599,0,1
57,s1,A,r1,0.505,1,1
57,s2,A,r2,0.51,1,1
57,s2,A,r2,0.484,1,1
57,s1,A,r1,0.554,1,1
57,s2,A,r2,0.59,0,1
57,s2,A,r2,0.512,1,1
57,s1,A,r1,0.517,1,1
57,s1,A,r1,0.57,1,1
57,s1,A,r1,0.445,1,1
57,s1,A,r1,0.517,1,1
57,s2,A,r2,0.474,1,1
57,s2,A,r2,0.513,1,1
57,s1,A,r1,0.486,0,1
57,s1,A,r1,0.525,1,1
57,s2,A,r2,0.513,1,1
57,s1,A,r1,0.534,0,1
57,s1,A,r1,0.555,0,1
57,s1,A,r1,0.526,1,1
57,s2,A,r2,0.531,1,1
57,s1,A,r1,0.648,1,1
57,s2,A,r2,0.551,1,1
57,s1,A,r1,0.538,1,1
57,s2,A,r2,0.526,1,1
57,s2,A,r2,0.499,1,1
57,s2,A,r2,0.505,1,1
57,s1,A,r1,0.543,1,1
57,s1,A,r1,0.659,0,1
57,s1,A,r1,0.61,0,1
57,s1,A,r1,0.58,0,1
57,s2,A,r2,0.502,1,1
57,s2,A,r2,0.556,1,1
57,s2,A,r2,0.511,1,1
57,s1,A,r1,0.612,1,1
57,s2,A,r2,0.532,1,1
57,s2,A,r2,0.633,0,1
57,s2,A,r2,0.489,1,1
57,s2,A,r2,0.495,1,1
57,s2,A,r2,0.613,0,1
57,s2,A,r2,0.533,0,1
57,s2,A,r2,0.505,1,1
57,s1,A,r1,0.479,1,1
57,s1,A,r1,0.581,0,1
57,s1,A,r1,0.583,0,1
57,s1,A,r1,0.522,1,1
57,s1,A,r1,0.495,1,1
57,s1,A,r1,0.485,1,1
57,s2,A,r2,0.507,0,1
57,s2,A,r2,0.496,1,1
57,s1,A,r1,0.63,0,1
57,s2,A,r2,0.518,1,1
57,s1,A,r1,0.555,0,1
57,s2,A,r2,0.527,1,1
57,s2,A,r2,0.467,1,1
57,s2,A,r2,0.698,0,1
57,s2,A,r2,0.503,1,1
57,s2,A,r2,0.525,0,1
57,s2,A,r2,0.529,0,1
57,s1,A,r1,0.628,1,1
57,s1,A,r1,0.628,0,1
57,s2,A,r2,0.516,1,1
57,s1,A,r1,0.553,1,1
57,s2,A,r2,0.46,1,1
57,s2,A,r2,0.5,1,1
57,s1,A,r1,0.473,1,1
57,s1,A,r1,0.464,1,1
57,s2,A,r2,0.615,0,1
57,s2,A,r2,0.488,1,1
57,s2,A,r2,0.574,1,1
57,s1,A,r1,0.545,1,1
57,s1,A,r1,0.468,1,1
57,s2,A,r2,0.507,1,1
57,s1,A,r1,0.529,1,1
57,s1,A,r1,0.485,1,1
57,s2,A,r2,0.475,1,1
57,s1,A,r1,0.563,1,1
57,s1,A,r1,0.533,1,1
57,s1,A,r1,0.538,1,1
57,s1,A,r1,0.494,1,1
57,s2,A,r2,0.5,1,1
57,s1,A,r1,0.762,0,1
57,s1,A,r1,0.484,1,1
57,s2,A,r2,0.538,1,1
57,s2,A,r2,0.495,1,1
57,s2,A,r2,0.453,1,1
57,s2,A,r2,0.477,1,1
57,s2,A,r2,0.468,1,1
57,s1,A,r1,0.491,1,1
57,s2,A,r2,0.562,0,1
57,s2,A,r2,0.452,1,1
57,s2,A,r2,0.444,1,1
57,s2,A,r2,0.452,1,1
57,s2,A,r2,0.652,0,1
57,s1,A,r1,0.443,1,1
57,s2,A,r2,0.564,1,1
57,s1,A,r1,0.614,1,1
57,s2,A,r2,0.503,1,1
57,s1,A,r1,0.605,0,1
57,s1,A,r1,0.526,1,1
57,s2,A,r2,0.531,1,1
57,s1,A,r1,0.552,1,1
57,s1,A,r1,0.667,0,1
57,s2,A,r2,0.458,1,1
57,s2,A,r2,0.514,1,1
